1403636582063555584,-0.00358,0.00073,-0.05125,0.001,0.001,0.001
1403636583063555584,0.02842,-0.00653,0.34260,0.001,0.001,0.001
1403636584263555584,0.01488,-0.00476,-0.06635,0.001,0.001,0.001
1403636585563555584,0.04418,-0.01100,0.12379,0.001,0.001,0.001
1403636586563555584,-0.04595,-0.01458,0.06308,0.001,0.001,0.001
1403636587963555584,0.05015,-0.27242,0.06170,0.001,0.001,0.001
1403636589263555584,-0.00032,-0.09872,0.06114,0.001,0.001,0.001
1403636590563555584,-0.08714,0.19906,0.06789,0.001,0.001,0.001
1403636591763555584,0.01061,-0.19596,0.03417,0.001,0.001,0.001
1403636592863555328,0.23959,-0.12100,0.03570,0.001,0.001,0.001
1403636593863555328,-0.11602,0.08365,0.01663,0.001,0.001,0.001
1403636594863555328,0.14370,-0.24546,0.00622,0.001,0.001,0.001
1403636595863555328,-0.02755,-0.02238,-0.02037,0.001,0.001,0.001
1403636596863555328,-0.30039,-0.02104,0.02022,0.001,0.001,0.001
1403636597863555328,0.12433,0.02502,0.01458,0.001,0.001,0.001
1403636598963555584,0.08496,-0.01318,-0.12244,0.001,0.001,0.001
1403636624363555328,0.16528,-0.02266,-0.20900,0.001,0.001,0.001
1403636625363555328,0.09634,-0.12290,-0.10681,0.001,0.001,0.001
1403636627363555328,0.18441,-0.15921,0.13646,0.001,0.001,0.001
1403636629163555328,0.31425,-0.45141,0.28847,0.001,0.001,0.001
1403636632063555584,1.46912,-1.35747,0.18842,0.001,0.001,0.001
1403636634463555584,2.82851,-1.68377,0.06314,0.001,0.001,0.001
1403636636363555328,4.31924,-2.02192,0.24703,0.001,0.001,0.001
1403636638563555584,5.50003,-2.08586,0.33186,0.001,0.001,0.001
1403636639763555584,6.33255,-2.21626,0.23094,0.001,0.001,0.001
1403636642363555328,7.51200,-2.54608,0.18610,0.001,0.001,0.001
1403636644763555584,8.33589,-2.89735,0.09951,0.001,0.001,0.001
1403636646363555328,9.57384,-3.33391,-0.06003,0.001,0.001,0.001
1403636647963555584,10.55810,-3.97038,0.12109,0.001,0.001,0.001
1403636648963555584,10.70105,-4.48082,-0.02464,0.001,0.001,0.001
1403636650363555328,10.69670,-5.08730,0.33941,0.001,0.001,0.001
1403636651863555328,10.25869,-5.34544,0.35992,0.001,0.001,0.001
1403636652963555584,9.60651,-5.38004,0.21988,0.001,0.001,0.001
1403636654963555584,8.75378,-5.58424,0.31409,0.001,0.001,0.001
1403636656363555328,8.15505,-5.16106,0.14315,0.001,0.001,0.001
1403636657963555584,7.24583,-4.61098,0.08261,0.001,0.001,0.001
1403636659263555584,6.31538,-4.21253,-0.10209,0.001,0.001,0.001
1403636660763555584,5.89968,-4.01783,-0.49966,0.001,0.001,0.001
1403636662663555328,6.33038,-4.05951,-0.81054,0.001,0.001,0.001
1403636664063555584,6.50761,-4.19581,-1.08639,0.001,0.001,0.001
1403636665063555584,7.04215,-4.78662,-1.23247,0.001,0.001,0.001
1403636666363555328,7.89139,-5.38337,-1.09823,0.001,0.001,0.001
1403636667663555328,8.51934,-5.73418,-1.10922,0.001,0.001,0.001
1403636670063555584,9.69898,-6.55563,-1.36434,0.001,0.001,0.001
1403636671263555584,9.31097,-5.86990,-1.13363,0.001,0.001,0.001
1403636672363555328,7.69837,-5.15090,-0.74784,0.001,0.001,0.001
1403636673763555584,7.39565,-5.28528,-0.77427,0.001,0.001,0.001
1403636675063555584,8.03492,-5.58159,-1.03520,0.001,0.001,0.001
1403636676163555328,8.87262,-6.12078,-1.17012,0.001,0.001,0.001
1403636677363555328,9.90880,-6.38606,-1.37342,0.001,0.001,0.001
1403636678463555584,10.53052,-6.39397,-1.34543,0.001,0.001,0.001
1403636679563555584,10.87270,-6.30756,-1.31598,0.001,0.001,0.001
1403636681063555584,10.48333,-5.95566,-1.01428,0.001,0.001,0.001
1403636682263555584,9.81624,-5.35814,-0.98155,0.001,0.001,0.001
1403636683763555584,8.80130,-4.66111,-0.99010,0.001,0.001,0.001
1403636685763555584,7.34665,-4.10635,-0.92900,0.001,0.001,0.001
1403636687663555328,6.08718,-3.63830,-0.98451,0.001,0.001,0.001
1403636689363555328,5.20398,-3.37029,-1.36710,0.001,0.001,0.001
1403636691063555584,5.22681,-2.88972,-1.18069,0.001,0.001,0.001
1403636692163555328,5.69903,-3.49499,-0.98021,0.001,0.001,0.001
1403636694563555584,6.12716,-4.20438,-0.41190,0.001,0.001,0.001
1403636697063555584,6.55982,-4.23782,-0.53596,0.001,0.001,0.001
1403636698663555328,6.07513,-3.87294,-0.48572,0.001,0.001,0.001
1403636700163555328,5.74437,-3.53613,-0.63597,0.001,0.001,0.001
1403636702063555584,5.49698,-3.97353,-0.91178,0.001,0.001,0.001
1403636703963555584,5.62125,-4.61496,-1.32795,0.001,0.001,0.001
1403636705763555584,6.24776,-5.45585,-1.54915,0.001,0.001,0.001
1403636707463555584,7.51494,-6.32949,-1.58747,0.001,0.001,0.001
1403636708863555328,8.74422,-6.98904,-1.66798,0.001,0.001,0.001
1403636710663555328,10.01761,-7.15892,-1.84876,0.001,0.001,0.001
1403636712063555584,10.63652,-6.78464,-1.89013,0.001,0.001,0.001
1403636713463555584,10.36816,-5.96141,-1.47708,0.001,0.001,0.001
1403636715163555328,9.50838,-5.27261,-1.22246,0.001,0.001,0.001
1403636716963555584,8.89359,-5.09797,-1.14620,0.001,0.001,0.001
1403636718463555584,8.06468,-4.77952,-1.17343,0.001,0.001,0.001
1403636720363555328,7.09683,-4.22721,-1.41738,0.001,0.001,0.001
1403636722863555328,6.21032,-4.32568,-1.48999,0.001,0.001,0.001
1403636724463555584,5.59959,-4.25888,-1.44096,0.001,0.001,0.001
1403636728263555584,4.72647,-4.07732,-0.66580,0.001,0.001,0.001
1403636730463555584,3.67017,-3.54900,-0.54491,0.001,0.001,0.001
1403636733863555328,2.61382,-3.15439,-0.46174,0.001,0.001,0.001
1403636737063555584,1.47935,-2.34115,-0.11906,0.001,0.001,0.001
1403636739563555584,1.31941,-2.09676,-0.11777,0.001,0.001,0.001
1403636742763555584,1.32771,-2.53246,-0.91400,0.001,0.001,0.001
1403636745163555328,1.91074,-3.04304,-2.01077,0.001,0.001,0.001
1403636747063555584,2.09703,-3.07722,-2.01989,0.001,0.001,0.001
1403636749363555328,2.62088,-2.94717,-1.41734,0.001,0.001,0.001
1403636752163555328,2.40774,-2.73754,-0.39300,0.001,0.001,0.001
1403636754163555328,2.38956,-2.58623,-0.13677,0.001,0.001,0.001
1403636756763555584,1.37922,-1.40123,0.03959,0.001,0.001,0.001
1403636759163555328,0.23901,-0.08949,0.18590,0.001,0.001,0.001
1403636761463555584,0.00246,0.03283,-0.15177,0.001,0.001,0.001
1403636763163555328,0.00393,0.17510,-0.21765,0.001,0.001,0.001
